path,type,bytes_uncompressed,bytes_compressed,modified_local,encrypted,crc32_hex,sha256
2025-9-29/5-40-13-_SOP_Backticks_Fences_Here_Strings_.json,file,25329,7949,2025-09-29T13:06:06,False,e891c2d2,35b766b68ea4b65f752369b283cab51cb9193c098eaec2dd366971d190a32859
2025-9-29/5-40-13-_SOP_Backticks_Fences_Here_Strings_.md,file,17322,6205,2025-09-29T13:06:06,False,f6c05450,9bc6c87365ead73f160e596e3b01492b112b130b42fbe8dc581851bf9897f299
2025-9-29/5-46-4-_SOP_01___An_lisis__02_.json,file,25600,9152,2025-09-29T13:06:04,False,b0813ab0,3a668baa11c5dbecdac716b4b3ea932678a41bf056ed985b1ed11319894ea7d3
2025-9-29/5-46-4-_SOP_01___An_lisis__02_.md,file,17847,7419,2025-09-29T13:06:04,False,ed153a67,873b48bcee0e45c5638045eb07d741a0c3a4937bd069a34450a43ed57a982365
2025-9-29/5-48-30-_SOP_01___An_lisis__03_.json,file,58409,9846,2025-09-29T13:06:04,False,7352341a,6ca294dcba2e240d73b28cbe79b16fb00781aa3ab5362204e87338c3d94b9e30
2025-9-29/5-48-30-_SOP_01___An_lisis__03_.md,file,19527,6881,2025-09-29T13:06:04,False,247a786c,6eb362f934f4498a4dd540a11a271a2c9bd28acf6eb52a17b1b3d8f19062bc44
2025-9-29/5-50-50-_SOP___Env_Survey_.json,file,37989,12292,2025-09-29T13:06:02,False,85ddf0fd,235aaf12140c92bdd9a1c6e3a8257953677f764f28c53894ed54f7dd71b8db6c
2025-9-29/5-50-50-_SOP___Env_Survey_.md,file,29398,10457,2025-09-29T13:06:02,False,ea3a35b6,4f4d78b0b0c34a25abbd944274898b0e0fbd0289fc1fbbb001cd90265b24f00c
2025-9-29/5-52-44-_SOP_01___An_lisis__03_.json,file,36070,10252,2025-09-29T13:06:02,False,d386c3b0,884b37b3a0b1271973c81de49312eaf99df7fee9ef19009ba83dfba9b7d9865f
2025-9-29/5-52-44-_SOP_01___An_lisis__03_.md,file,26319,8509,2025-09-29T13:06:02,False,d644a5b7,f61fbcac6d9fcda1dce941523c45a30ae25c9e5b692639fa414635c1ff6f223b
2025-9-29/5-56-17-_An_lisis_Config_.json,file,23437,8435,2025-09-29T13:06:02,False,84be91bc,f32218b4548ba9ec25fe137c6dd2cfef3e8d3ac6bc4c25fae09deabadca3cee6
2025-9-29/5-56-17-_An_lisis_Config_.md,file,15798,6686,2025-09-29T13:06:02,False,cf46e8f6,65f372c845575a4c3a7c277a0344d2332c5b2b93b57e1f86dfee5e559ba5d173
2025-9-29/5-58-16-_Trazabilidad_y_coherencia_.json,file,22442,7888,2025-09-29T13:06:00,False,1a1d4bbd,3521a7bfd3d611b8a7b591121952bc997a15dc3741120ee0e78986742d1938f6
2025-9-29/5-58-16-_Trazabilidad_y_coherencia_.md,file,14862,6152,2025-09-29T13:06:00,False,c3db2657,58d577674bf51435c79da0d6688b222414d79e5fd815752f25eb70f093a5e8fe
2025-9-29/6-0-1-_Config_YSD_.json,file,18583,6267,2025-09-29T13:06:00,False,969a8330,7f2ae7b0379e5aa8f0b8122b61cd1bfed4208544964a49f42dabd1677daf09ef
2025-9-29/6-0-1-_Config_YSD_.md,file,10742,4587,2025-09-29T13:06:00,False,63fafeb9,f0cdc9f7deb74fc6f21cb08eec73557879dd43eee625773adff2b11c99d39bd4
2025-9-29/6-11-18-An_lisis_de_documentaci_n_PS.json,file,19569,6899,2025-09-29T13:05:58,False,1647f627,988ad33922a982dd4c60307bef87ab51299c3a2a14d2ed9dd27d5d86d476e55c
2025-9-29/6-11-18-An_lisis_de_documentaci_n_PS.md,file,12268,5159,2025-09-29T13:05:58,False,395bac29,fa7613ef7b6c7149545883d55f70057dddd11a7984f22903d00ddce96329935c
2025-9-29/6-14-34-An_lisis_de_script_PowerShell.json,file,24096,7795,2025-09-29T13:05:58,False,37e367c0,a95f5e00f55f2a6d6c15ee3db783b4e3d2e2bbcc2cec05632d442276de14b444
2025-9-29/6-14-34-An_lisis_de_script_PowerShell.md,file,16306,6072,2025-09-29T13:05:58,False,cda20912,5b73a864dd1ea1d1ff8e4a3a38b666de227862f83ca4444c96b7657e861fe836
2025-9-29/6-19-13-An_lisis_PUAV_Compat.json,file,22452,7787,2025-09-29T13:05:56,False,222db2ce,7076cfc87ebfc0a7e59387032cf44b51e3b984ea6b63e79101759d71c1e3971a
