path,type,bytes_uncompressed,bytes_compressed,modified_local,encrypted,crc32_hex,sha256
2025-9-29/6-19-13-An_lisis_PUAV_Compat.md,file,14933,6086,2025-09-29T13:05:56,False,0d1f2ac2,3c877c264ebe1d5bb5da452220f765699a3ec46e49db9e8b5915d8ae127b62bf
2025-9-29/6-20-18-An_lisis_SOP_01_y_errores.json,file,25305,9360,2025-09-29T13:05:56,False,0a07b00e,7eb2570606b51251eb73936ef2d62a20ffd24d3668e1669c29e66600a1d085ea
2025-9-29/6-20-18-An_lisis_SOP_01_y_errores.md,file,17747,7633,2025-09-29T13:05:56,False,5d26500c,c192ac6a550af0146f3813d20b81a5fbab51c8561704957ab250db93925f996e
2025-9-29/6-22-21-Lee_y_analiza_script.json,file,40505,13713,2025-09-29T13:05:54,False,fefbdfdc,98bf42171301d0af6c0edf465dd4936e654dba8b355494cfc008978253850a7b
2025-9-29/6-22-21-Lee_y_analiza_script.md,file,31796,11896,2025-09-29T13:05:54,False,78329ce2,56b20c11d9f92e7f45b04c88f200b155792575183d642acd4cdc28b3234df2b1
2025-9-29/6-23-21-New_chat.json,file,54369,10323,2025-09-29T13:05:56,False,b1e3e4f5,5b6e044a1e91fd2fae108e771ff369c13578799d88434fde748b30775d2230ac
2025-9-29/6-23-21-New_chat.md,file,24068,7704,2025-09-29T13:05:56,False,8380fda1,c5e0a21c48b086ef7fd4e65932bdb37300ecfa837c8c757459aead57020d96b6
2025-9-29/6-24-5-New_chat.json,file,88567,11426,2025-09-29T13:05:56,False,9a5e18b7,ba411d39e0bc0337b1816f3fd39aac3d560e2fdd9283c0f8f13008f1a0b57641
2025-9-29/6-24-5-New_chat.md,file,37560,7641,2025-09-29T13:05:56,False,43053879,d080afd1dc16f0fe97af4f4fc8398dc6a458cbb8e8d8eac6d508aec4a6f985a1
2025-9-29/6-26-32-An_lisis_de_instrucciones_proyecto.json,file,22985,7891,2025-09-29T13:05:54,False,7b687912,ea22b7e6bbd97fd012514271671442eefce13aabcc209ef29675c0379da0257d
2025-9-29/6-26-32-An_lisis_de_instrucciones_proyecto.md,file,15484,6181,2025-09-29T13:05:54,False,40b4e5d6,31200b97b34e2df288e3b39e09d92a3156840c9a37804f47f880fa7cef4c5a86
2025-9-29/6-29-54-An_lisis_de_instrucciones.json,file,23929,8272,2025-09-29T13:05:54,False,35317e9e,4f60ab33888979d5dce55d5836eb61a2110f3cffc28113da3cf78d1a02381cc0
2025-9-29/6-29-54-An_lisis_de_instrucciones.md,file,16294,6553,2025-09-29T13:05:54,False,23157d50,d115629193c6b006bfed80caa7836e881a047a71f6e563bc5eef1a3b533b333c
2025-9-29/6-31-26-Auditor_a_de_configuraci_n.json,file,17463,6067,2025-09-29T13:05:54,False,208c2ab6,2db922fcfca6254817b0f872826776b878ec326dbc183a1c66b09dc2cef5e006
2025-9-29/6-31-26-Auditor_a_de_configuraci_n.md,file,10128,4327,2025-09-29T13:05:54,False,0d7ef844,79d13845694cdaf582ff0a0f6eb742d705f187ef927d96daf86fd914f4794ead
2025-9-29/6-33-27-An_lisis_de_m_dulos_PowerShell.json,file,46211,13081,2025-09-29T13:05:50,False,f1b4caaa,1ed5c4934fb61ba74bf730de12fa159d9e602cfab0882c8c944e43ac1e6b25d8
2025-9-29/6-33-27-An_lisis_de_m_dulos_PowerShell.md,file,30875,9917,2025-09-29T13:05:50,False,b50dfd8b,be44947834e1f3a196e8672b916ee9324563b7f2a17e4180810d48f2ae8ad077
2025-9-29/6-34-30-An_lisis_protocolo_auditor_a.json,file,18157,6206,2025-09-29T13:05:52,False,1938cff2,148729d5de9f4d98bee32ad9b6811f1aaf29ade4f2d15647fd7d079f237de40a
2025-9-29/6-34-30-An_lisis_protocolo_auditor_a.md,file,10876,4467,2025-09-29T13:05:52,False,28a38e21,ab9c867cc08300b14aff0db0ccc75a9dcc3bce89c665b4aa886d0a6d21a92785
2025-9-29/6-36-14-An_lisis_y_auditor_a_t_cnica.json,file,73063,22311,2025-09-29T13:05:52,False,5bdb0eee,9c7b5cae01b34ec1034660dee798719176d3330409b82042a3eadff4f93dbad0
2025-9-29/6-36-14-An_lisis_y_auditor_a_t_cnica.md,file,62556,20109,2025-09-29T13:05:52,False,2edb0c40,9894f07fe83de1ad592350856e3cfd41c0a3fdae4bfc9667798064b59029dd85
2025-9-29/6-4-10-Revisi_n_t_cnica_script.json,file,35000,10158,2025-09-29T13:06:00,False,164149a7,efa364078ee72b03f76420ee719327fbb02264dbed381cc312e299274d9c6e44
2025-9-29/6-4-10-Revisi_n_t_cnica_script.md,file,26228,8405,2025-09-29T13:06:00,False,7fac1139,a8dbaf8cde55e7080389e09ed1713f316453949c93d03ba8552f29dcfb20752b
2025-9-29/6-40-30-An_lisis_SOP_auditor_a.json,file,22385,7346,2025-09-29T13:05:52,False,83b143bf,e48885087448e4eac650c9003f8c40b3ef2be3638fac7b874aa30baf744f846d
2025-9-29/6-40-30-An_lisis_SOP_auditor_a.md,file,15154,5675,2025-09-29T13:05:52,False,d1926697,25a0b0c2b5d4fcf0b0cc214156e87d5fe5026dbfbeb2163551182af5bfd82fa5
2025-9-29/6-44-25-Auditor_a_t_cnica_documento.json,file,27527,10071,2025-09-29T13:05:52,False,de60b832,76c9db2b305fb89026e02c224523aec3aa4ab14433763c7901cdd9760686d595
2025-9-29/6-44-25-Auditor_a_t_cnica_documento.md,file,19691,8269,2025-09-29T13:05:52,False,2735cd70,d2811e6e484edb40271f2f0418dd19b79f567886786bc87df246052e4435c6b6
2025-9-29/6-45-32-An_lisis_README_proyecto.json,file,26131,9069,2025-09-29T13:05:50,False,1049ac05,34cdac66d0e8338f0ada37851ecbd6cc23709ca998b2035e9f13283312c919dd
2025-9-29/6-45-32-An_lisis_README_proyecto.md,file,18565,7345,2025-09-29T13:05:50,False,1806b8e9,98ffe3ffd28215303f641646acbee46eda1c22333049bea4dd5e0275064ed7fe
2025-9-29/6-48-56-An_lisis_t_cnico_orquestador.json,file,51474,14446,2025-09-29T13:05:50,False,b6fe8f72,44aadc3859c6311d03cb7728e593b4796e3798000aa31687d7000002bdc89697
2025-9-29/6-48-56-An_lisis_t_cnico_orquestador.md,file,36848,11496,2025-09-29T13:05:50,False,06e7e1c6,8dc53fc789243dfef0d9087b427b26555e2f47328cfb3fd2bd3480442d1de200
2025-9-29/6-50-15-An_lisis_de_protocolo_SOP01.json,file,43133,12218,2025-09-29T13:05:50,False,182f6779,278b5a257e97975b4ced6eb5041dd95dd666318d85d32f6817155b384a75c4fa
2025-9-29/6-50-15-An_lisis_de_protocolo_SOP01.md,file,25726,9884,2025-09-29T13:05:50,False,fcd63d60,3c4cd056384eea385b9d66b490c006252285adf36853b1542f9568f4f1cbbbfd
2025-9-29/6-7-43-An_lisis_SOP_01.json,file,27106,8593,2025-09-29T13:06:00,False,81a5d0f7,b8799b0398dc4560dfdcdfafd39965c2b9b72c9691c25ec15db015265037a3be
2025-9-29/6-7-43-An_lisis_SOP_01.md,file,18664,6922,2025-09-29T13:06:00,False,21ed0bbf,005a0b7f06f119304411aa24ff9b0cb4126a3eaae42a87ae8d4058c108fa7708
2025-9-29/6-9-11-Instrucciones_de_ejecuci_n.json,file,90154,15094,2025-09-29T13:05:58,False,71891638,9720ae12f705b426cd812fa2eb14a71f0352282235b95781dfb461be460e62ab
2025-9-29/6-9-11-Instrucciones_de_ejecuci_n.md,file,62615,11656,2025-09-29T13:05:58,False,9237b231,3c544520f04534e0914d764b870d5075bd1eb7d3819862dbc24ea03d44cee405
